Time [sec]	P [hPa]	T [oC]	Ws [m/s]	Wd [o]	Alt [m]	Lon [o]	Lat [o]	Dew [oC]
1527	494.6	-16.5	41.9	239	5638	-74.738569	38.453133	-16.5
1528	494.3	-16.5	41.8	239	5641	-74.738164	38.453327	-16.5
1529	494.1	-16.5	41.7	239	5645	-74.737758	38.453520	-16.5
1530	493.9	-16.6	41.7	239	5649	-74.737353	38.453713	-16.6
1531	493.6	-16.6	41.6	239	5652	-74.736948	38.453906	-16.6
1532	493.4	-16.6	41.5	239	5656	-74.736543	38.454099	-16.6
1533	493.1	-16.6	41.4	239	5660	-74.736128	38.454292	-16.6
1534	492.9	-16.6	41.4	239	5663	-74.735701	38.454483	-16.6
1535	492.7	-16.7	41.3	239	5667	-74.735274	38.454674	-16.7
1536	492.4	-16.7	41.2	239	5670	-74.734848	38.454865	-16.7
1537	492.2	-16.7	41.1	239	5674	-74.734421	38.455057	-16.7
1538	492.0	-16.7	41.1	239	5678	-74.733994	38.455248	-16.7
1539	491.7	-16.8	41.1	239	5681	-74.733567	38.455439	-16.8
1540	491.5	-16.8	41.1	239	5685	-74.733140	38.455630	-16.8
1541	491.2	-16.8	41.1	239	5689	-74.732713	38.455821	-16.8
1542	491.0	-16.9	41.1	239	5692	-74.732287	38.456013	-16.9
1543	490.8	-16.9	41.1	239	5696	-74.731860	38.456204	-16.9
1544	490.6	-16.9	41.1	239	5699	-74.731433	38.456395	-16.9
1545	490.3	-16.9	41.2	239	5702	-74.731006	38.456586	-16.9
1546	490.1	-17.0	41.4	239	5706	-74.730579	38.456778	-17.0
1547	489.9	-17.0	41.4	239	5709	-74.730152	38.456969	-17.0
1548	489.7	-17.0	41.6	239	5712	-74.729725	38.457160	-17.0
1549	489.5	-17.0	41.7	239	5716	-74.729299	38.457351	-18.7
1550	489.3	-17.0	41.7	239	5719	-74.728872	38.457542	-20.8
1551	489.1	-17.1	41.9	239	5722	-74.728445	38.457734	-22.9
1552	488.8	-17.1	42.0	239	5725	-74.728018	38.457925	-23.5
1553	488.6	-17.1	42.1	239	5729	-74.727591	38.458116	-24.4
1554	488.4	-17.1	42.2	239	5732	-74.727164	38.458307	-27.3
1555	488.2	-17.2	42.3	239	5735	-74.726737	38.458499	-30.9
1556	488.0	-17.2	42.4	239	5739	-74.726311	38.458690	-29.8
1557	487.8	-17.2	42.6	239	5742	-74.725884	38.458881	-27.3
1558	487.6	-17.2	42.8	239	5746	-74.725457	38.459072	-26.1
1559	487.4	-17.2	43.0	240	5749	-74.725030	38.459263	-25.2
1560	487.1	-17.3	43.2	240	5752	-74.724603	38.459455	-23.4
1561	487.0	-17.3	43.4	240	5754	-74.724176	38.459646	-22.1
1562	486.8	-17.3	43.6	240	5757	-74.723750	38.459837	-21.3
1563	486.6	-17.3	43.8	240	5760	-74.723309	38.460032	-20.8
1564	486.4	-17.4	43.9	240	5763	-74.722849	38.460231	-19.8
1565	486.2	-17.4	44.0	241	5766	-74.722389	38.460431	-19.2
1566	486.0	-17.4	44.1	241	5769	-74.721929	38.460630	-19.3
1567	485.8	-17.4	44.2	241	5772	-74.721469	38.460830	-19.3
1568	485.6	-17.4	44.3	241	5775	-74.721009	38.461029	-19.1
1569	485.4	-17.5	44.4	241	5778	-74.720550	38.461229	-19.3
1570	485.2	-17.5	44.6	242	5781	-74.720090	38.461428	-19.5
1571	485.0	-17.5	44.7	242	5785	-74.719630	38.461627	-19.4
1572	484.7	-17.5	44.9	242	5789	-74.719170	38.461827	-19.1
1573	484.5	-17.5	45.0	242	5792	-74.718710	38.462026	-18.9
1574	484.3	-17.6	45.2	242	5796	-74.718250	38.462226	-18.7
1575	484.1	-17.6	45.3	242	5800	-74.717790	38.462425	-18.4
1576	483.9	-17.6	45.5	242	5803	-74.717330	38.462625	-18.3
1577	483.7	-17.6	45.6	242	5806	-74.716871	38.462824	-18.3
1578	483.4	-17.7	45.6	242	5809	-74.716411	38.463024	-18.2
1579	483.2	-17.7	45.7	242	5812	-74.715951	38.463223	-18.1
1580	483.0	-17.7	45.7	242	5815	-74.715491	38.463423	-18.0
1581	482.8	-17.7	45.8	242	5818	-74.715031	38.463622	-18.1
1582	482.6	-17.7	45.9	242	5821	-74.714571	38.463822	-18.1
1583	482.4	-17.8	45.9	242	5824	-74.714111	38.464021	-18.1
1584	482.2	-17.8	46.0	241	5828	-74.713651	38.464221	-18.2
1585	482.0	-17.8	46.0	241	5831	-74.713192	38.464420	-18.2
1586	481.8	-17.8	46.1	241	5834	-74.712732	38.464620	-18.1
1587	481.6	-17.9	46.1	241	5837	-74.712272	38.464819	-18.1
1588	481.4	-17.9	46.2	241	5841	-74.711812	38.465019	-18.0
1589	481.1	-17.9	46.3	241	5844	-74.711352	38.465218	-18.0
1590	480.9	-17.9	46.2	241	5848	-74.710892	38.465417	-18.0
1591	480.7	-18.0	46.3	240	5852	-74.710432	38.465617	-18.0
1592	480.5	-18.0	46.3	240	5855	-74.709973	38.465816	-18.0
1593	480.2	-18.0	46.3	240	5859	-74.709513	38.466016	-18.0
1594	480.0	-18.0	46.3	240	5862	-74.709042	38.466210	-18.0
1595	479.8	-18.0	46.3	240	5866	-74.708570	38.466405	-18.0
1596	479.5	-18.1	46.3	240	5870	-74.708098	38.466599	-18.1
1597	479.3	-18.1	46.2	240	5873	-74.707626	38.466793	-18.1
1598	479.1	-18.1	46.2	240	5877	-74.707154	38.466987	-18.1
1599	478.8	-18.2	46.3	240	5881	-74.706682	38.467181	-18.2
1600	478.6	-18.2	46.3	240	5884	-74.706210	38.467375	-18.2
1601	478.4	-18.2	46.2	240	5888	-74.705738	38.467570	-18.2
1602	478.1	-18.2	46.2	240	5892	-74.705266	38.467764	-18.2
1603	477.9	-18.3	46.2	240	5895	-74.704794	38.467958	-18.3
1604	477.7	-18.3	46.2	241	5899	-74.704322	38.468152	-18.3
1605	477.5	-18.3	46.2	241	5902	-74.703850	38.468346	-18.3
1606	477.2	-18.4	46.2	241	5906	-74.703378	38.468541	-18.4
1607	477.0	-18.4	46.2	241	5910	-74.702906	38.468735	-18.4
1608	476.8	-18.4	46.2	241	5913	-74.702434	38.468929	-18.4
1609	476.5	-18.4	46.2	241	5917	-74.701962	38.469123	-18.4
1610	476.2	-18.5	46.2	241	5921	-74.701490	38.469317	-18.5
1611	476.0	-18.5	46.3	242	5925	-74.701018	38.469511	-18.5
1612	475.7	-18.5	46.3	242	5929	-74.700546	38.469706	-18.5
1613	475.5	-18.5	46.3	242	5933	-74.700074	38.469900	-18.5
1614	475.2	-18.6	46.3	242	5938	-74.699602	38.470094	-18.6
1615	474.9	-18.6	46.4	242	5942	-74.699130	38.470288	-18.6
1616	474.7	-18.6	46.4	242	5946	-74.698658	38.470482	-18.6
1617	474.4	-18.7	46.5	242	5950	-74.698186	38.470676	-18.7
1618	474.2	-18.7	46.5	243	5954	-74.697714	38.470871	-18.7
1619	473.9	-18.7	46.5	243	5958	-74.697242	38.471065	-18.7
1620	473.6	-18.8	46.6	243	5962	-74.696770	38.471259	-18.8
1621	473.4	-18.8	46.7	243	5966	-74.696298	38.471453	-18.8
1622	473.1	-18.8	46.7	243	5970	-74.695826	38.471647	-18.8
1623	472.9	-18.8	46.7	243	5975	-74.695354	38.471841	-18.8
1624	472.6	-18.9	46.8	243	5979	-74.694882	38.472036	-18.9
1625	472.3	-18.9	46.8	243	5983	-74.694412	38.472231	-18.9
1626	472.1	-18.9	46.8	243	5987	-74.693942	38.472426	-18.9
1627	471.8	-18.9	46.9	243	5991	-74.693472	38.472620	-19.0
1628	471.5	-19.0	46.9	243	5996	-74.693002	38.472815	-19.2
1629	471.2	-19.0	46.9	243	6000	-74.692532	38.473010	-19.5
1630	471.0	-19.0	46.9	243	6005	-74.692062	38.473205	-19.7
1631	470.7	-19.1	46.9	243	6009	-74.691592	38.473400	-19.9
1632	470.4	-19.1	46.8	243	6013	-74.691122	38.473595	-20.0
1633	470.1	-19.1	46.9	243	6018	-74.690652	38.473790	-19.9
1634	469.9	-19.1	46.8	242	6022	-74.690182	38.473985	-20.0
1635	469.6	-19.2	46.8	242	6026	-74.689712	38.474180	-19.9
1636	469.3	-19.2	46.8	242	6031	-74.689242	38.474375	-19.8
1637	469.0	-19.2	46.8	243	6035	-74.688772	38.474570	-19.8
1638	468.8	-19.2	46.8	243	6039	-74.688302	38.474764	-19.7
1639	468.5	-19.3	46.7	242	6043	-74.687832	38.474959	-19.7
1640	468.2	-19.3	46.7	242	6048	-74.687362	38.475154	-19.6
1641	468.0	-19.3	46.7	243	6052	-74.686892	38.475349	-19.5
1642	467.7	-19.4	46.7	243	6056	-74.686422	38.475544	-19.5
1643	467.5	-19.4	46.6	243	6060	-74.685952	38.475739	-19.5
1644	467.2	-19.5	46.6	243	6064	-74.685482	38.475934	-19.5
1645	466.9	-19.5	46.6	243	6069	-74.685012	38.476129	-19.5
1646	466.6	-19.5	46.6	243	6073	-74.684542	38.476324	-19.6
1647	466.3	-19.6	46.5	243	6077	-74.684072	38.476519	-19.6
1648	466.1	-19.6	46.5	243	6081	-74.683602	38.476714	-19.6
1649	465.8	-19.6	46.5	243	6086	-74.683132	38.476909	-19.6
1650	465.5	-19.7	46.4	242	6092	-74.682662	38.477103	-19.7
1651	465.2	-19.7	46.4	242	6097	-74.682192	38.477298	-19.7
1652	464.8	-19.8	46.3	242	6102	-74.681722	38.477493	-19.8
1653	464.5	-19.8	46.3	242	6108	-74.681252	38.477688	-19.8
1654	464.1	-19.8	46.3	242	6113	-74.680782	38.477883	-19.8
1655	463.8	-19.9	46.2	242	6119	-74.680318	38.478096	-19.9
1656	463.4	-19.9	46.2	242	6125	-74.679855	38.478311	-19.9
1657	463.1	-20.0	46.2	242	6130	-74.679392	38.478525	-20.0
1658	462.8	-20.0	46.2	241	6136	-74.678930	38.478740	-20.0
1659	462.4	-20.0	46.2	241	6142	-74.678467	38.478954	-20.2
1660	462.1	-20.1	46.2	241	6147	-74.678004	38.479168	-20.3
1661	461.7	-20.1	46.2	241	6152	-74.677541	38.479383	-20.6
1662	461.4	-20.1	46.3	240	6157	-74.677078	38.479597	-20.9
1663	461.1	-20.2	46.3	240	6163	-74.676615	38.479812	-21.1
1664	460.8	-20.2	46.3	240	6168	-74.676152	38.480026	-21.5
1665	460.6	-20.2	46.3	240	6172	-74.675689	38.480241	-21.7
1666	460.3	-20.2	46.3	240	6176	-74.675226	38.480455	-21.7
1667	460.0	-20.3	46.4	239	6180	-74.674763	38.480669	-21.6
1668	459.7	-20.3	46.5	239	6184	-74.674300	38.480884	-21.6
1669	459.5	-20.3	46.5	239	6189	-74.673837	38.481098	-21.6
1670	459.2	-20.4	46.5	239	6193	-74.673374	38.481313	-21.5
1671	459.0	-20.4	46.6	239	6196	-74.672911	38.481527	-21.6
1672	458.8	-20.4	46.6	239	6200	-74.672448	38.481742	-21.7
1673	458.5	-20.4	46.7	239	6204	-74.671985	38.481956	-21.6
1674	458.3	-20.5	46.7	239	6208	-74.671522	38.482170	-21.7
1675	458.0	-20.5	46.7	239	6212	-74.671059	38.482385	-21.8
1676	457.8	-20.5	46.8	239	6215	-74.670596	38.482599	-21.9
1677	457.5	-20.6	46.8	239	6220	-74.670133	38.482814	-21.9
1678	457.3	-20.6	46.9	239	6224	-74.669670	38.483028	-22.1
1679	457.0	-20.6	46.9	239	6228	-74.669207	38.483243	-22.0
1680	456.8	-20.6	46.9	239	6232	-74.668744	38.483457	-22.1
1681	456.6	-20.7	46.9	239	6236	-74.668281	38.483672	-22.1
1682	456.3	-20.7	46.9	239	6240	-74.667818	38.483886	-22.1
1683	456.1	-20.7	46.9	239	6244	-74.667355	38.484100	-22.1
1684	455.9	-20.7	46.9	239	6247	-74.666892	38.484315	-22.3
1685	455.6	-20.8	46.9	239	6251	-74.666429	38.484529	-22.4
1686	455.4	-20.8	47.0	239	6255	-74.665948	38.484758	-22.5
1687	455.1	-20.8	47.1	239	6258	-74.665465	38.484989	-22.4
1688	454.9	-20.9	47.1	239	6262	-74.664982	38.485219	-22.3
1689	454.6	-20.9	47.2	239	6267	-74.664499	38.485449	-22.4
1690	454.4	-20.9	47.3	239	6271	-74.664016	38.485679	-22.4
1691	454.1	-20.9	47.4	239	6275	-74.663533	38.485909	-22.5
1692	453.9	-21.0	47.5	239	6280	-74.663050	38.486140	-22.6
1693	453.7	-21.0	47.6	239	6284	-74.662567	38.486370	-22.5
1694	453.4	-21.0	47.6	239	6287	-74.662085	38.486600	-22.5
1695	453.2	-21.1	47.7	239	6291	-74.661602	38.486830	-22.5
1696	453.0	-21.1	47.7	239	6294	-74.661119	38.487060	-22.4
1697	452.8	-21.1	47.8	239	6297	-74.660636	38.487291	-22.5
1698	452.6	-21.2	47.9	239	6300	-74.660153	38.487521	-22.6
1699	452.3	-21.2	48.1	239	6304	-74.659670	38.487751	-22.7
1700	452.1	-21.2	48.3	239	6308	-74.659187	38.487981	-22.8
1701	451.8	-21.2	48.4	239	6313	-74.658704	38.488211	-22.9
1702	451.6	-21.3	48.6	239	6317	-74.658221	38.488442	-22.8
1703	451.3	-21.3	48.8	239	6321	-74.657738	38.488672	-22.7
1704	451.1	-21.3	48.9	238	6325	-74.657255	38.488902	-22.6
1705	450.8	-21.4	49.1	238	6329	-74.656772	38.489132	-22.6
1706	450.6	-21.4	49.2	238	6333	-74.656290	38.489362	-22.7
1707	450.3	-21.4	49.3	238	6337	-74.655807	38.489593	-22.7
1708	450.1	-21.5	49.4	238	6341	-74.655324	38.489823	-22.8
1709	449.9	-21.5	49.6	238	6345	-74.654841	38.490053	-22.9
1710	449.6	-21.5	49.6	238	6349	-74.654358	38.490283	-23.0
1711	449.3	-21.6	49.7	238	6354	-74.653875	38.490513	-22.9
1712	449.0	-21.6	49.8	238	6358	-74.653392	38.490743	-22.8
1713	448.8	-21.6	49.9	238	6363	-74.652909	38.490974	-22.8
1714	448.5	-21.7	50.0	238	6368	-74.652426	38.491204	-22.9
1715	448.2	-21.7	50.1	238	6373	-74.651943	38.491434	-23.0
1716	447.9	-21.8	50.2	238	6378	-74.651454	38.491666	-23.0
1717	447.6	-21.8	50.2	238	6383	-74.650955	38.491899	-23.1
1718	447.3	-21.8	50.3	239	6388	-74.650456	38.492132	-23.1
1719	447.0	-21.9	50.3	239	6393	-74.649957	38.492365	-23.1
1720	446.6	-21.9	50.3	239	6398	-74.649458	38.492598	-23.0
1721	446.3	-21.9	50.3	239	6403	-74.648958	38.492831	-23.0
1722	446.0	-22.0	50.3	239	6408	-74.648459	38.493064	-22.9
1723	445.7	-22.0	50.3	239	6414	-74.647960	38.493297	-23.0
1724	445.4	-22.1	50.2	239	6419	-74.647461	38.493530	-23.1
1725	445.1	-22.1	50.2	239	6424	-74.646962	38.493763	-23.0
1726	444.7	-22.1	50.3	239	6430	-74.646463	38.493996	-22.9
1727	444.4	-22.2	50.3	239	6435	-74.645964	38.494230	-23.0
1728	444.1	-22.2	50.3	239	6440	-74.645465	38.494463	-23.2
1729	443.8	-22.3	50.3	239	6446	-74.644966	38.494696	-23.3
1730	443.4	-22.3	50.3	239	6451	-74.644467	38.494929	-23.3
1731	443.1	-22.3	50.3	239	6457	-74.643968	38.495162	-23.7
1732	442.8	-22.4	50.4	239	6462	-74.643469	38.495395	-23.7
1733	442.5	-22.4	50.4	239	6467	-74.642970	38.495628	-23.8
1734	442.1	-22.5	50.4	239	6473	-74.642471	38.495861	-23.7
1735	441.8	-22.5	50.4	239	6478	-74.641972	38.496094	-23.7
1736	441.5	-22.5	50.4	239	6484	-74.641473	38.496327	-23.6
1737	441.2	-22.6	50.5	239	6489	-74.640974	38.496560	-23.5
1738	440.9	-22.6	50.5	239	6495	-74.640475	38.496794	-23.5
1739	440.5	-22.6	50.5	239	6500	-74.639976	38.497027	-23.6
1740	440.2	-22.7	50.5	239	6505	-74.639477	38.497260	-23.7
1741	439.9	-22.7	50.6	239	6510	-74.638978	38.497493	-23.9
1742	439.6	-22.8	50.6	239	6516	-74.638479	38.497726	-24.1
1743	439.3	-22.8	50.6	239	6521	-74.637980	38.497959	-24.3
1744	439.0	-22.8	50.6	239	6526	-74.637481	38.498192	-24.3
1745	438.6	-22.9	50.7	239	6531	-74.636982	38.498425	-24.4
1746	438.3	-22.9	50.7	239	6536	-74.636473	38.498662	-24.4
1747	438.0	-23.0	50.6	239	6542	-74.635949	38.498902	-24.3
1748	437.7	-23.0	50.6	239	6547	-74.635425	38.499143	-24.3
1749	437.4	-23.0	50.6	239	6552	-74.634901	38.499384	-24.3
1750	437.1	-23.1	50.6	239	6557	-74.634377	38.499625	-24.3
1751	436.8	-23.1	50.7	239	6562	-74.633853	38.499866	-24.1
1752	436.5	-23.2	50.9	239	6567	-74.633329	38.500107	-24.0
1753	436.3	-23.2	51.0	239	6572	-74.632805	38.500348	-23.9
1754	436.0	-23.2	51.1	239	6577	-74.632281	38.500589	-23.8
1755	435.7	-23.3	51.3	239	6581	-74.631757	38.500829	-23.7
1756	435.4	-23.3	51.4	239	6586	-74.631233	38.501070	-23.6
1757	435.2	-23.3	51.5	239	6590	-74.630709	38.501311	-23.5
1758	434.9	-23.4	51.6	239	6594	-74.630185	38.501552	-23.6
1759	434.7	-23.4	51.8	239	6599	-74.629661	38.501793	-23.6
1760	434.5	-23.5	51.9	239	6603	-74.629137	38.502034	-23.7
1761	434.2	-23.5	52.1	239	6606	-74.628613	38.502275	-23.9
1762	434.0	-23.5	52.2	239	6610	-74.628089	38.502516	-24.2
1763	433.8	-23.5	52.4	239	6613	-74.627565	38.502756	-24.8
1764	433.6	-23.6	52.6	239	6616	-74.627041	38.502997	-25.3
1765	433.4	-23.6	52.8	239	6619	-74.626517	38.503238	-26.1
1766	433.3	-23.6	53.0	240	6622	-74.625993	38.503479	-26.7
1767	433.1	-23.7	53.3	240	6625	-74.625469	38.503720	-26.8
1768	432.9	-23.7	53.5	240	6628	-74.624945	38.503961	-26.9
1769	432.7	-23.7	53.7	240	6631	-74.624421	38.504202	-27.0
1770	432.6	-23.7	53.9	240	6634	-74.623897	38.504443	-27.2
1771	432.4	-23.8	54.0	240	6637	-74.623373	38.504685	-27.4
1772	432.2	-23.8	54.1	240	6640	-74.622844	38.504938	-27.3
1773	432.0	-23.8	54.1	240	6643	-74.622315	38.505191	-27.2
1774	431.8	-23.9	54.3	240	6646	-74.621785	38.505445	-27.3
1775	431.6	-23.9	54.3	240	6649	-74.621256	38.505698	-27.2
1776	431.5	-23.9	54.4	240	6652	-74.620727	38.505951	-27.3
1777	431.3	-24.0	54.5	240	6655	-74.620198	38.506204	-27.4
1778	431.1	-24.0	54.5	239	6658	-74.619669	38.506457	-27.5
1779	430.9	-24.0	54.5	239	6662	-74.619140	38.506711	-27.6
1780	430.7	-24.1	54.5	239	6665	-74.618611	38.506964	-27.7
1781	430.5	-24.1	54.5	239	6669	-74.618081	38.507217	-27.6
1782	430.3	-24.1	54.5	239	6672	-74.617552	38.507470	-27.7
1783	430.1	-24.1	54.4	239	6676	-74.617023	38.507724	-27.8
1784	429.9	-24.2	54.4	239	6679	-74.616494	38.507977	-28.0
1785	429.7	-24.2	54.3	239	6683	-74.615965	38.508230	-28.0
1786	429.4	-24.2	54.2	239	6687	-74.615436	38.508483	-28.0
1787	429.2	-24.3	54.1	239	6690	-74.614906	38.508736	-28.1
1788	429.0	-24.3	54.0	239	6694	-74.614377	38.508990	-28.3
1789	428.8	-24.3	54.0	239	6697	-74.613848	38.509243	-28.3
1790	428.6	-24.3	53.9	239	6701	-74.613319	38.509496	-28.3
1791	428.4	-24.3	53.8	239	6704	-74.612790	38.509749	-28.5
1792	428.2	-24.4	53.7	238	6708	-74.612261	38.510002	-28.7
1793	428.0	-24.4	53.6	238	6712	-74.611732	38.510256	-28.6
1794	427.8	-24.4	53.5	238	6715	-74.611202	38.510509	-28.6
1795	427.6	-24.4	53.5	238	6719	-74.610673	38.510762	-28.7
1796	427.3	-24.5	53.4	238	6722	-74.610144	38.511015	-28.8
1797	427.1	-24.5	53.4	238	6726	-74.609615	38.511269	-28.7
1798	426.9	-24.5	53.4	238	6730	-74.609086	38.511522	-28.7
1799	426.7	-24.5	53.4	238	6733	-74.608557	38.511775	-28.7
1800	426.5	-24.6	53.4	238	6737	-74.608028	38.512028	-28.6
1801	426.3	-24.6	53.4	238	6740	-74.607498	38.512281	-28.8
1802	426.1	-24.6	53.4	238	6744	-74.606969	38.512535	-28.8
1803	425.9	-24.6	53.4	238	6747	-74.606440	38.512788	-28.9
1804	425.7	-24.7	53.4	238	6751	-74.605911	38.513041	-29.0
1805	425.5	-24.7	53.4	238	6754	-74.605382	38.513294	-29.0
1806	425.3	-24.7	53.4	238	6757	-74.604853	38.513548	-29.1
1807	425.1	-24.7	53.4	238	6761	-74.604328	38.513800	-29.1
1808	424.9	-24.8	53.4	238	6764	-74.603810	38.514050	-29.1
1809	424.7	-24.8	53.4	238	6768	-74.603291	38.514301	-29.1
1810	424.5	-24.9	53.4	238	6771	-74.602772	38.514552	-29.1
1811	424.3	-24.9	53.4	238	6774	-74.602253	38.514802	-29.0
1812	424.1	-24.9	53.4	238	6778	-74.601734	38.515053	-29.0
1813	423.9	-25.0	53.4	238	6781	-74.601215	38.515304	-28.9
1814	423.8	-25.0	53.4	238	6784	-74.600696	38.515554	-28.9
1815	423.6	-25.0	53.3	238	6787	-74.600178	38.515805	-28.8
1816	423.4	-25.0	53.4	238	6789	-74.599659	38.516056	-29.0
1817	423.3	-25.0	53.3	238	6792	-74.599140	38.516306	-29.2
1818	423.1	-25.1	53.3	238	6795	-74.598621	38.516557	-29.2
1819	422.9	-25.1	53.3	238	6798	-74.598102	38.516808	-29.1
1820	422.7	-25.1	53.3	238	6802	-74.597583	38.517059	-28.9
1821	422.5	-25.1	53.4	238	6806	-74.597064	38.517309	-28.3
1822	422.2	-25.1	53.4	238	6810	-74.596546	38.517560	-27.5
1823	422.0	-25.2	53.3	238	6813	-74.596027	38.517811	-27.6
1824	421.8	-25.2	53.3	238	6817	-74.595508	38.518061	-28.1
1825	421.6	-25.2	53.3	238	6821	-74.594989	38.518312	-28.3
1826	421.4	-25.2	53.4	238	6825	-74.594470	38.518563	-29.3
1827	421.1	-25.2	53.4	238	6829	-74.593951	38.518813	-29.2
1828	420.9	-25.3	53.3	238	6833	-74.593432	38.519064	-28.8
1829	420.7	-25.3	53.3	238	6837	-74.592914	38.519315	-28.6
1830	420.5	-25.3	53.4	238	6841	-74.592395	38.519565	-28.4
1831	420.2	-25.3	53.3	239	6845	-74.591876	38.519816	-28.5
1832	420.0	-25.4	53.3	239	6849	-74.591357	38.520067	-28.7
1833	419.8	-25.4	53.3	239	6853	-74.590838	38.520318	-28.7
1834	419.6	-25.4	53.3	239	6856	-74.590319	38.520564	-28.7
1835	419.4	-25.4	53.3	239	6859	-74.589801	38.520807	-28.8
1836	419.2	-25.5	53.3	239	6862	-74.589282	38.521049	-28.7
1837	419.0	-25.5	53.3	239	6866	-74.588763	38.521292	-28.6
1838	418.8	-25.5	53.3	239	6869	-74.588245	38.521534	-28.7
1839	418.7	-25.6	53.3	239	6872	-74.587726	38.521777	-28.9
1840	418.5	-25.6	53.3	239	6875	-74.587207	38.522019	-29.0
1841	418.3	-25.6	53.3	239	6878	-74.586688	38.522262	-28.9
1842	418.1	-25.6	53.3	239	6882	-74.586170	38.522504	-29.1
1843	417.9	-25.7	53.3	239	6885	-74.585651	38.522747	-29.2
1844	417.7	-25.7	53.3	239	6888	-74.585132	38.522989	-29.2
1845	417.5	-25.7	53.3	239	6891	-74.584613	38.523232	-29.4
1846	417.3	-25.7	53.3	239	6895	-74.584095	38.523474	-29.6
1847	417.2	-25.8	53.3	239	6898	-74.583576	38.523717	-29.4
1848	417.0	-25.8	53.3	239	6901	-74.583057	38.523959	-29.2
1849	416.8	-25.8	53.3	239	6905	-74.582538	38.524202	-29.3
1850	416.6	-25.8	53.3	239	6908	-74.582020	38.524444	-29.5
1851	416.4	-25.9	53.3	239	6912	-74.581501	38.524687	-29.6
1852	416.2	-25.9	53.3	239	6916	-74.580982	38.524929	-29.6
1853	416.0	-25.9	53.3	239	6919	-74.580464	38.525172	-29.8
1854	415.7	-25.9	53.3	239	6923	-74.579945	38.525414	-29.6
1855	415.6	-26.0	53.3	239	6926	-74.579426	38.525657	-29.4
1856	415.4	-26.0	53.3	239	6930	-74.578907	38.525899	-29.4
1857	415.2	-26.0	53.3	239	6933	-74.578389	38.526142	-29.7
1858	415.0	-26.0	53.2	239	6937	-74.577870	38.526384	-29.7
1859	414.8	-26.1	53.2	239	6940	-74.577351	38.526626	-29.8
1860	414.6	-26.1	53.2	239	6943	-74.576832	38.526869	-29.8
1861	414.4	-26.1	53.1	239	6946	-74.576314	38.527111	-29.7
1862	414.2	-26.1	53.1	239	6949	-74.575795	38.527354	-29.6
1863	414.0	-26.1	53.1	239	6953	-74.575276	38.527596	-29.6
1864	413.9	-26.1	53.0	239	6956	-74.574758	38.527839	-29.7
1865	413.7	-26.2	53.0	239	6959	-74.574239	38.528081	-29.6
1866	413.5	-26.2	52.9	239	6962	-74.573720	38.528324	-29.8
1867	413.3	-26.2	52.9	239	6965	-74.573201	38.528566	-29.8
1868	413.1	-26.2	52.9	239	6968	-74.572683	38.528809	-29.8
1869	413.0	-26.3	52.8	239	6971	-74.572164	38.529051	-29.8
1870	412.8	-26.3	52.8	239	6974	-74.571646	38.529294	-29.8
1871	412.6	-26.3	52.8	239	6978	-74.571129	38.529540	-29.9
1872	412.4	-26.3	52.7	239	6981	-74.570613	38.529785	-29.9
1873	412.2	-26.4	52.7	239	6984	-74.570096	38.530030	-30.0
1874	412.1	-26.4	52.7	239	6987	-74.569580	38.530275	-30.0
1875	411.9	-26.4	52.6	239	6990	-74.569063	38.530520	-29.9
1876	411.7	-26.5	52.6	239	6993	-74.568547	38.530766	-30.0
1877	411.5	-26.5	52.6	239	6997	-74.568030	38.531011	-29.9
1878	411.3	-26.5	52.6	239	7000	-74.567514	38.531256	-29.9
1879	411.1	-26.6	52.6	239	7003	-74.566997	38.531501	-30.1
1880	410.9	-26.6	52.6	239	7006	-74.566481	38.531747	-30.1
1881	410.7	-26.6	52.6	239	7010	-74.565964	38.531992	-30.3
1882	410.5	-26.7	52.6	239	7014	-74.565448	38.532237	-30.4
1883	410.3	-26.7	52.6	239	7018	-74.564931	38.532482	-30.5
1884	410.1	-26.8	52.6	239	7022	-74.564415	38.532727	-30.7
1885	409.9	-26.8	52.6	239	7026	-74.563898	38.532973	-30.7
1886	409.6	-26.8	52.6	239	7030	-74.563382	38.533218	-30.7
1887	409.4	-26.9	52.6	239	7034	-74.562865	38.533463	-30.8
1888	409.2	-26.9	52.6	239	7038	-74.562349	38.533708	-30.7
1889	409.0	-26.9	52.6	239	7042	-74.561832	38.533953	-30.7
1890	408.7	-27.0	52.5	239	7046	-74.561316	38.534199	-30.7
1891	408.5	-27.0	52.5	239	7050	-74.560799	38.534444	-30.9
1892	408.3	-27.0	52.5	239	7054	-74.560283	38.534689	-31.1
1893	408.1	-27.1	52.5	239	7058	-74.559766	38.534934	-31.1
1894	407.9	-27.1	52.5	239	7061	-74.559250	38.535180	-31.1
1895	407.6	-27.3	52.5	239	7065	-74.558733	38.535425	-31.3
1896	407.4	-27.4	52.5	239	7069	-74.558217	38.535670	-31.5
1897	407.2	-27.4	52.5	239	7073	-74.557700	38.535915	-31.5
1898	407.0	-27.6	52.5	239	7077	-74.557184	38.536160	-31.7
1899	406.9	-27.7	52.5	239	7080	-74.556667	38.536406	-31.7
1900	406.7	-27.7	52.5	239	7083	-74.556151	38.536651	-31.8
1901	406.5	-27.7	52.5	239	7086	-74.555634	38.536896	-31.8
1902	406.3	-27.7	52.5	239	7089	-74.555118	38.537141	-31.8
